x               y
1.000000	0.044762
1.100000	0.642790
1.200000	0.248858
1.300000	0.534156
1.400000	0.751321
1.500000	0.188589
1.600000	0.167556
1.700000	-0.089975
1.800000	0.236634
1.900000	0.120019
2.000000	0.283182
2.100000	0.295767
2.200000	0.159338
2.300000	0.048776
2.400000	0.293132
2.500000	0.425006
2.600000	0.166014
2.700000	0.554399
2.800000	0.419413
2.900000	0.398288
3.000000	0.763744
3.100000	1.195721
3.200000	0.771700
3.300000	0.723653
3.400000	0.545594
3.500000	0.596336
3.600000	0.744940
3.700000	0.417612
3.800000	0.148616
3.900000	0.737874
4.000000	0.411214
4.100000	0.752396
4.200000	0.397496
4.300000	0.282879
4.400000	0.249986
4.500000	0.767319
4.600000	1.281185
4.700000	0.766646
4.800000	0.865211
4.900000	0.772601
5.000000	0.809736
5.100000	1.461445
5.200000	0.528362
5.300000	0.725858
5.400000	0.582035
5.500000	1.008823
5.600000	0.881461
5.700000	0.716855
5.800000	1.047625
5.900000	0.533071
6.000000	0.880223
6.100000	0.913969
6.200000	1.335254
6.300000	1.033769
6.400000	0.891000
6.500000	0.487275
6.600000	0.457057
6.700000	1.083863
6.800000	0.704774
6.900000	0.850435
7.000000	0.669738
7.100000	0.992621
7.200000	1.013884
7.300000	1.476119
7.400000	1.505049
7.500000	1.284959
7.600000	1.298245
7.700000	0.628524
7.800000	1.368329
7.900000	0.709090
8.000000	0.517484
8.100000	1.952744
8.200000	1.103806
8.300000	0.814451
8.400000	1.020625
8.500000	1.043651
8.600000	0.406426
8.700000	0.817040
8.800000	1.194555
8.900000	1.050259
9.000000	0.544348
9.100000	0.899169
9.200000	1.004778
9.300000	1.077159
9.400000	0.551866
9.500000	1.134619
9.600000	1.519030
9.700000	0.584571
9.800000	1.195878
9.900000	1.468966
10.000000	1.181380
10.100000	1.245177
10.200000	0.926904
10.300000	1.014593
10.400000	0.727244
10.500000	1.034493
10.600000	0.905221
10.700000	0.873433
10.800000	1.504632
10.900000	1.034728
11.000000	1.257991
11.100000	1.180545
11.200000	0.762205
11.300000	0.498210
11.400000	0.633314
11.500000	1.144275
11.600000	0.968960
11.700000	1.284782
11.800000	0.940336
11.900000	0.654798
12.000000	1.077338
12.100000	1.375485
12.200000	1.121310
12.300000	0.982195
12.400000	0.907784
12.500000	1.410367
12.600000	1.299876
12.700000	0.892129
12.800000	0.612334
12.900000	0.737205
13.000000	1.106077
13.100000	0.672903
13.200000	0.878988
13.300000	0.952531
13.400000	0.785312
13.500000	0.789683
13.600000	0.902712
13.700000	0.798734
13.800000	0.554488
13.900000	1.171130
14.000000	0.667078
14.100000	1.246051
14.200000	0.824922
14.300000	0.827795
14.400000	1.300858
14.500000	0.982355
14.600000	0.775003
14.700000	0.639073
14.800000	0.723289
14.900000	0.989542
15.000000	1.114650
15.100000	0.865678
15.200000	0.693991
15.300000	0.932923
15.400000	1.023912
15.500000	0.686140
15.600000	1.235504
15.700000	0.683049
15.800000	1.051428
15.900000	1.061897
16.000000	0.777682
16.100000	0.724442
16.200000	1.000444
16.300000	0.186598
16.400000	0.726527
16.500000	0.725716
16.600000	0.803082
16.700000	0.416243
16.800000	0.246812
16.900000	-0.133617
17.000000	0.809333
17.100000	0.956986
17.200000	0.487944
17.300000	1.322582
17.400000	0.403916
17.500000	0.190136
17.600000	0.527015
17.700000	0.589552
17.800000	0.749512
17.900000	0.568007
18.000000	0.289399
18.100000	0.048274
18.200000	0.315777
18.300000	0.069176
18.400000	0.681806
18.500000	0.419985
18.600000	-0.118562
18.700000	0.533208
18.800000	0.132924
18.900000	0.800806
19.000000	0.397331
19.100000	0.436358
19.200000	0.117230
19.300000	0.496147
19.400000	0.344457
19.500000	0.375530
19.600000	0.200245
19.700000	0.474943
19.800000	-0.464270
19.900000	0.302720
20.000000	0.552969
20.100000	0.166767
20.200000	0.382839
20.300000	0.016159
20.400000	0.232021
20.500000	-0.009626
20.600000	0.494432
20.700000	0.277253
20.800000	0.534388
20.900000	0.094417
21.000000	0.074488
21.100000	0.171610
21.200000	0.497480
21.300000	-0.668727
21.400000	-0.469281
21.500000	0.399095
21.600000	0.572533
21.700000	-0.071532
21.800000	0.381498
21.900000	0.611896
22.000000	0.003264
22.100000	-0.204750
22.200000	-0.225656
22.300000	-0.173700
22.400000	0.128425
22.500000	-0.176638
22.600000	0.471536
22.700000	-0.255718
22.800000	-0.382668
22.900000	-0.018589
23.000000	-0.125319
23.100000	-0.071053
23.200000	-0.851799
23.300000	-0.282387
23.400000	-0.801114
23.500000	-0.209043
23.600000	-0.048651
23.700000	0.062312
23.800000	-0.078995
23.900000	-0.172890
24.000000	-0.098612
24.100000	-0.361271
24.200000	-0.368749
24.300000	-0.063883
24.400000	-0.056542
24.500000	-0.536572
24.600000	-0.946988
24.700000	-1.108763
24.800000	-0.919180
24.900000	-0.744545
25.000000	-0.322377
25.100000	-0.701124
25.200000	-0.505699
25.300000	-0.380873
25.400000	-0.919007
25.500000	-0.769531
25.600000	-0.750440
25.700000	-0.777186
25.800000	-0.679299
25.900000	-0.322094
26.000000	-0.721059
26.100000	-0.370939
26.200000	-0.487389
26.300000	-0.542025
26.400000	-0.317004
26.500000	0.022769
26.600000	-0.188677
26.700000	-1.113515
26.800000	-0.488587
26.900000	-1.030694
27.000000	-1.268784
27.100000	-1.037483
27.200000	-1.337389
27.300000	-1.030559
27.400000	-0.293064
27.500000	-0.850290
27.600000	0.089072
27.700000	-0.605511
27.800000	-0.428975
27.900000	-0.781197
28.000000	-0.828301
28.100000	-0.986269
28.200000	-0.709645
28.300000	-1.209202
28.400000	-1.025570
28.500000	-1.097343
28.600000	-0.731894
28.700000	-0.333238
28.800000	-0.146155
28.900000	-1.325320
29.000000	-0.699570
29.100000	-1.004598
29.200000	-1.137371
29.300000	-0.786260
29.400000	-0.962964
29.500000	-0.809984
29.600000	-0.598465
29.700000	-1.113140
29.800000	-0.881570
29.900000	-1.348904
30.000000	-0.956592
30.100000	-0.547559
30.200000	-1.370299
30.300000	-0.731488
30.400000	-1.256273
30.500000	-0.786680
30.600000	-0.988948
30.700000	-0.938675
30.800000	-1.337315
30.900000	-1.130274
31.000000	-0.915440
31.100000	-0.836384
31.200000	-0.915409
31.300000	-1.050285
31.400000	-0.459024
31.500000	-0.915377
31.600000	-1.089028
31.700000	-1.082848
31.800000	-0.876702
31.900000	-0.573863
32.000000	-0.978251
32.100000	-0.587501
32.200000	-0.778879
32.300000	-1.013474
32.400000	-1.087058
32.500000	-0.785879
32.600000	-0.867048
32.700000	-1.104291
32.800000	-1.067619
32.900000	-0.663877
33.000000	-0.665196
33.100000	-0.910973
33.200000	-0.565354
33.300000	-0.913595
33.400000	-0.838466
33.500000	-0.428355
33.600000	-0.955547
33.700000	-1.401013
33.800000	-1.169132
33.900000	-0.689343
34.000000	-0.835253
34.100000	0.061179
34.200000	-1.182245
34.300000	-0.824174
34.400000	-0.732024
34.500000	-1.149129
34.600000	-0.405902
34.700000	-0.498956
34.800000	-0.251553
34.900000	-0.500233
35.000000	-1.763421
35.100000	-0.980173
35.200000	-0.588013
35.300000	-0.917372
35.400000	-0.578952
35.500000	-0.674759
35.600000	-0.809875
35.700000	-0.615763
35.800000	-0.472660
35.900000	-0.273815
36.000000	-0.874942
36.100000	-0.768129
36.200000	-0.802455
36.300000	-0.321388
36.400000	-0.093293
36.500000	-0.237523
36.600000	-0.140928
36.700000	-0.457281
36.800000	-0.761246
36.900000	-0.305324
37.000000	0.020307
37.100000	-0.333996
37.200000	-0.195107
37.300000	-0.924828
37.400000	-0.278226
37.500000	-0.483342
37.600000	-0.258649
37.700000	-0.028958
37.800000	-0.591028
37.900000	0.065496
38.000000	-0.656253
38.100000	-0.347811
38.200000	-0.254676
38.300000	-0.013298
38.400000	-0.416754
38.500000	-0.586922
38.600000	0.132585
38.700000	-0.169737
38.800000	-0.838658
38.900000	-0.154500
39.000000	-0.746475
39.100000	0.015249
39.200000	0.208492
39.300000	-0.248034
39.400000	-0.451174
39.500000	0.204052
39.600000	-0.302528
39.700000	-0.380071
39.800000	-0.498199
39.900000	-0.545028
40.000000	-0.006998
40.100000	-0.174189
40.200000	0.177009
40.300000	-0.061358
40.400000	-0.092014
40.500000	-0.530253
40.600000	-0.231110
40.700000	0.048246
40.800000	-0.096096
40.900000	0.430331
41.000000	-0.486108
41.100000	0.024498
41.200000	0.128795
41.300000	-0.106695
41.400000	0.159226
41.500000	0.639636
41.600000	-0.158214
41.700000	0.067296
41.800000	-0.237496
41.900000	0.422281
42.000000	-0.142242
42.100000	-0.022212
42.200000	0.677800
42.300000	0.513599
42.400000	0.055430
42.500000	0.602816
42.600000	0.115739
42.700000	0.360869
42.800000	0.894938
42.900000	1.037316
43.000000	0.242729
43.100000	0.382144
43.200000	0.718309
43.300000	0.604227
